dataset,seed,setting,method,ridge_alpha,graph_min_weight,graph_weight_power,graph_self_weight,state_count,auto_states,min_state_improvement,threshold_passed,kmeans_improvement,n_windows,true_state_count,inferred_state_count,adjusted_rand,aligned_accuracy,mean_label_purity,true_label_counts,inferred_state_counts,state_mapping,mae,rmse,node_rmse_mean,node_rmse_max
HydraulicSystems,2,auto_k3_min_0.00,DynVAR-Lasso Weighted Ridge,10.0,0.1,1.0,1.0,3,True,0.0,True,0.07053660272407342,617,2,3,0.05491705579160776,0.6871961102106969,0.9766612641815235,0:392;1:225,0:182;1:307;2:128,"{""0"": ""1"", ""1"": ""0""}",0.04660194681566256,0.15636006459643953,0.08044381286297231,0.42020302462776243
HydraulicSystems,2,auto_k3_min_0.00,STCG-v1 Weighted Ridge,10.0,0.1,1.0,1.0,3,True,0.0,True,0.07053660272407342,617,2,3,0.05491705579160776,0.6871961102106969,0.9766612641815235,0:392;1:225,0:182;1:307;2:128,"{""0"": ""1"", ""1"": ""0""}",0.046475862308221504,0.15654161852935336,0.08046155974917957,0.42076400018169763
HydraulicSystems,2,auto_k3_min_0.00,DynVAR-Lasso Weighted Ridge,10.0,0.1,4.0,1.0,3,True,0.0,True,0.07053660272407342,617,2,3,0.05491705579160776,0.6871961102106969,0.9766612641815235,0:392;1:225,0:182;1:307;2:128,"{""0"": ""1"", ""1"": ""0""}",0.04643463854394903,0.15677109242069784,0.08059412166258888,0.42143100515579135
HydraulicSystems,2,auto_k3_min_0.00,STCG-v1 Weighted Ridge,10.0,0.1,4.0,1.0,3,True,0.0,True,0.07053660272407342,617,2,3,0.05491705579160776,0.6871961102106969,0.9766612641815235,0:392;1:225,0:182;1:307;2:128,"{""0"": ""1"", ""1"": ""0""}",0.046357102972451214,0.15687287637408065,0.08057458545264398,0.4217004564709961
HydraulicSystems,2,auto_k3_min_0.00,Dense Ridge,100.0,,,,3,True,0.0,True,0.07053660272407342,617,2,3,0.05491705579160776,0.6871961102106969,0.9766612641815235,0:392;1:225,0:182;1:307;2:128,"{""0"": ""1"", ""1"": ""0""}",0.04726797834190943,0.156980386286702,0.08144405078576797,0.4219199848790695
HydraulicSystems,2,auto_k3_min_0.00,DynVAR-Lasso Weighted Ridge,100.0,0.01,1.0,1.0,3,True,0.0,True,0.07053660272407342,617,2,3,0.05491705579160776,0.6871961102106969,0.9766612641815235,0:392;1:225,0:182;1:307;2:128,"{""0"": ""1"", ""1"": ""0""}",0.04704721147864152,0.15733125428747502,0.08153015605464198,0.42290278005860427
HydraulicSystems,2,auto_k3_min_0.00,STCG-v1 Weighted Ridge,100.0,0.01,1.0,1.0,3,True,0.0,True,0.07053660272407342,617,2,3,0.05491705579160776,0.6871961102106969,0.9766612641815235,0:392;1:225,0:182;1:307;2:128,"{""0"": ""1"", ""1"": ""0""}",0.04682420961779447,0.15770056548067096,0.08161128022816826,0.423731788472622
HydraulicSystems,2,auto_k3_min_0.00,DynVAR-Lasso Weighted Ridge,100.0,0.01,4.0,1.0,3,True,0.0,True,0.07053660272407342,617,2,3,0.05491705579160776,0.6871961102106969,0.9766612641815235,0:392;1:225,0:182;1:307;2:128,"{""0"": ""1"", ""1"": ""0""}",0.04630606203404213,0.1580699413873624,0.08182273516528321,0.4247732266123706
HydraulicSystems,2,auto_k3_min_0.00,STCG-v1 Weighted Ridge,100.0,0.01,4.0,1.0,3,True,0.0,True,0.07053660272407342,617,2,3,0.05491705579160776,0.6871961102106969,0.9766612641815235,0:392;1:225,0:182;1:307;2:128,"{""0"": ""1"", ""1"": ""0""}",0.04580737217169319,0.1581630474907732,0.08189782256605646,0.4249202975250248
HydraulicSystems,2,auto_k3_min_0.00,DynVAR-Lasso Weighted Ridge,100.0,0.1,1.0,1.0,3,True,0.0,True,0.07053660272407342,617,2,3,0.05491705579160776,0.6871961102106969,0.9766612641815235,0:392;1:225,0:182;1:307;2:128,"{""0"": ""1"", ""1"": ""0""}",0.0470759319111906,0.1572743920113568,0.08151401548300558,0.42274593282350403
HydraulicSystems,2,auto_k3_min_0.00,STCG-v1 Weighted Ridge,100.0,0.1,1.0,1.0,3,True,0.0,True,0.07053660272407342,617,2,3,0.05491705579160776,0.6871961102106969,0.9766612641815235,0:392;1:225,0:182;1:307;2:128,"{""0"": ""1"", ""1"": ""0""}",0.04691980938628229,0.15753656383288364,0.0815629304112898,0.4233712008989394
HydraulicSystems,2,auto_k3_min_0.00,DynVAR-Lasso Weighted Ridge,100.0,0.1,4.0,1.0,3,True,0.0,True,0.07053660272407342,617,2,3,0.05491705579160776,0.6871961102106969,0.9766612641815235,0:392;1:225,0:182;1:307;2:128,"{""0"": ""1"", ""1"": ""0""}",0.04678289265751311,0.15778273478770255,0.08165677040965295,0.42413500873564997
HydraulicSystems,2,auto_k3_min_0.00,STCG-v1 Weighted Ridge,100.0,0.1,4.0,1.0,3,True,0.0,True,0.07053660272407342,617,2,3,0.05491705579160776,0.6871961102106969,0.9766612641815235,0:392;1:225,0:182;1:307;2:128,"{""0"": ""1"", ""1"": ""0""}",0.04676091270543108,0.15788743877410613,0.08163509708974183,0.4243227809576778
HydraulicSystems,2,auto_k3_min_0.08,Dense Ridge,1.0,,,,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04644940013362614,0.1554111584263074,0.07982692614779191,0.4172899154690502
HydraulicSystems,2,auto_k3_min_0.08,DynVAR-Lasso Weighted Ridge,1.0,0.01,1.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04638746701867529,0.1555619216154146,0.07988075323901575,0.4178030794883989
HydraulicSystems,2,auto_k3_min_0.08,STCG-v1 Weighted Ridge,1.0,0.01,1.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04638746701867529,0.1555619216154146,0.07988075323901575,0.4178030794883989
HydraulicSystems,2,auto_k3_min_0.08,DynVAR-Lasso Weighted Ridge,1.0,0.01,4.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04626145354482729,0.15626936727999047,0.08017131174708587,0.4200149064170081
HydraulicSystems,2,auto_k3_min_0.08,STCG-v1 Weighted Ridge,1.0,0.01,4.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04626145354482729,0.15626936727999047,0.08017131174708587,0.4200149064170081
HydraulicSystems,2,auto_k3_min_0.08,DynVAR-Lasso Weighted Ridge,1.0,0.1,1.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04639780512558248,0.15553755670423755,0.07987269987609921,0.4177202914303357
HydraulicSystems,2,auto_k3_min_0.08,STCG-v1 Weighted Ridge,1.0,0.1,1.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04639780512558248,0.15553755670423755,0.07987269987609921,0.4177202914303357
HydraulicSystems,2,auto_k3_min_0.08,DynVAR-Lasso Weighted Ridge,1.0,0.1,4.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.0463483159144035,0.1558904579322603,0.08002259323592992,0.4188418466816771
HydraulicSystems,2,auto_k3_min_0.08,STCG-v1 Weighted Ridge,1.0,0.1,4.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.0463483159144035,0.1558904579322603,0.08002259323592992,0.4188418466816771
HydraulicSystems,2,auto_k3_min_0.08,Dense Ridge,10.0,,,,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.046670590127118196,0.15612095111965393,0.08037952092401655,0.4194724308833568
HydraulicSystems,2,auto_k3_min_0.08,DynVAR-Lasso Weighted Ridge,10.0,0.01,1.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04658715251629476,0.15639747883165817,0.08045510852876125,0.4203162275977674
HydraulicSystems,2,auto_k3_min_0.08,STCG-v1 Weighted Ridge,10.0,0.01,1.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04658715251629476,0.15639747883165817,0.08045510852876125,0.4203162275977674
HydraulicSystems,2,auto_k3_min_0.08,DynVAR-Lasso Weighted Ridge,10.0,0.01,4.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04620691668590297,0.15727285234930924,0.0808145435651507,0.4228838884219903
HydraulicSystems,2,auto_k3_min_0.08,STCG-v1 Weighted Ridge,10.0,0.01,4.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04620691668590297,0.15727285234930924,0.0808145435651507,0.4228838884219903
HydraulicSystems,2,auto_k3_min_0.08,DynVAR-Lasso Weighted Ridge,10.0,0.1,1.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04660194681566256,0.15636006459643953,0.08044381286297231,0.42020302462776243
HydraulicSystems,2,auto_k3_min_0.08,STCG-v1 Weighted Ridge,10.0,0.1,1.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04660194681566256,0.15636006459643953,0.08044381286297231,0.42020302462776243
HydraulicSystems,2,auto_k3_min_0.08,DynVAR-Lasso Weighted Ridge,10.0,0.1,4.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04643463854394903,0.15677109242069784,0.08059412166258888,0.42143100515579135
HydraulicSystems,2,auto_k3_min_0.08,STCG-v1 Weighted Ridge,10.0,0.1,4.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04643463854394903,0.15677109242069784,0.08059412166258888,0.42143100515579135
HydraulicSystems,2,auto_k3_min_0.08,Dense Ridge,100.0,,,,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04726797834190943,0.156980386286702,0.08144405078576797,0.4219199848790695
HydraulicSystems,2,auto_k3_min_0.08,DynVAR-Lasso Weighted Ridge,100.0,0.01,1.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04704721147864152,0.15733125428747502,0.08153015605464198,0.42290278005860427
HydraulicSystems,2,auto_k3_min_0.08,STCG-v1 Weighted Ridge,100.0,0.01,1.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04704721147864152,0.15733125428747502,0.08153015605464198,0.42290278005860427
HydraulicSystems,2,auto_k3_min_0.08,DynVAR-Lasso Weighted Ridge,100.0,0.01,4.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04630606203404213,0.1580699413873624,0.08182273516528321,0.4247732266123706
HydraulicSystems,2,auto_k3_min_0.08,STCG-v1 Weighted Ridge,100.0,0.01,4.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04630606203404213,0.1580699413873624,0.08182273516528321,0.4247732266123706
HydraulicSystems,2,auto_k3_min_0.08,DynVAR-Lasso Weighted Ridge,100.0,0.1,1.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.0470759319111906,0.1572743920113568,0.08151401548300558,0.42274593282350403
HydraulicSystems,2,auto_k3_min_0.08,STCG-v1 Weighted Ridge,100.0,0.1,1.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.0470759319111906,0.1572743920113568,0.08151401548300558,0.42274593282350403
HydraulicSystems,2,auto_k3_min_0.08,DynVAR-Lasso Weighted Ridge,100.0,0.1,4.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04678289265751311,0.15778273478770255,0.08165677040965295,0.42413500873564997
HydraulicSystems,2,auto_k3_min_0.08,STCG-v1 Weighted Ridge,100.0,0.1,4.0,1.0,3,True,0.08,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04678289265751311,0.15778273478770255,0.08165677040965295,0.42413500873564997
HydraulicSystems,2,auto_k3_min_0.12,Dense Ridge,1.0,,,,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04644940013362614,0.1554111584263074,0.07982692614779191,0.4172899154690502
HydraulicSystems,2,auto_k3_min_0.12,DynVAR-Lasso Weighted Ridge,1.0,0.01,1.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04638746701867529,0.1555619216154146,0.07988075323901575,0.4178030794883989
HydraulicSystems,2,auto_k3_min_0.12,STCG-v1 Weighted Ridge,1.0,0.01,1.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04638746701867529,0.1555619216154146,0.07988075323901575,0.4178030794883989
HydraulicSystems,2,auto_k3_min_0.12,DynVAR-Lasso Weighted Ridge,1.0,0.01,4.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04626145354482729,0.15626936727999047,0.08017131174708587,0.4200149064170081
HydraulicSystems,2,auto_k3_min_0.12,STCG-v1 Weighted Ridge,1.0,0.01,4.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04626145354482729,0.15626936727999047,0.08017131174708587,0.4200149064170081
HydraulicSystems,2,auto_k3_min_0.12,DynVAR-Lasso Weighted Ridge,1.0,0.1,1.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04639780512558248,0.15553755670423755,0.07987269987609921,0.4177202914303357
HydraulicSystems,2,auto_k3_min_0.12,STCG-v1 Weighted Ridge,1.0,0.1,1.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04639780512558248,0.15553755670423755,0.07987269987609921,0.4177202914303357
HydraulicSystems,2,auto_k3_min_0.12,DynVAR-Lasso Weighted Ridge,1.0,0.1,4.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.0463483159144035,0.1558904579322603,0.08002259323592992,0.4188418466816771
HydraulicSystems,2,auto_k3_min_0.12,STCG-v1 Weighted Ridge,1.0,0.1,4.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.0463483159144035,0.1558904579322603,0.08002259323592992,0.4188418466816771
HydraulicSystems,2,auto_k3_min_0.12,Dense Ridge,10.0,,,,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.046670590127118196,0.15612095111965393,0.08037952092401655,0.4194724308833568
HydraulicSystems,2,auto_k3_min_0.12,DynVAR-Lasso Weighted Ridge,10.0,0.01,1.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04658715251629476,0.15639747883165817,0.08045510852876125,0.4203162275977674
HydraulicSystems,2,auto_k3_min_0.12,STCG-v1 Weighted Ridge,10.0,0.01,1.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04658715251629476,0.15639747883165817,0.08045510852876125,0.4203162275977674
HydraulicSystems,2,auto_k3_min_0.12,DynVAR-Lasso Weighted Ridge,10.0,0.01,4.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04620691668590297,0.15727285234930924,0.0808145435651507,0.4228838884219903
HydraulicSystems,2,auto_k3_min_0.12,STCG-v1 Weighted Ridge,10.0,0.01,4.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04620691668590297,0.15727285234930924,0.0808145435651507,0.4228838884219903
HydraulicSystems,2,auto_k3_min_0.12,DynVAR-Lasso Weighted Ridge,10.0,0.1,1.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04660194681566256,0.15636006459643953,0.08044381286297231,0.42020302462776243
HydraulicSystems,2,auto_k3_min_0.12,STCG-v1 Weighted Ridge,10.0,0.1,1.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04660194681566256,0.15636006459643953,0.08044381286297231,0.42020302462776243
HydraulicSystems,2,auto_k3_min_0.12,DynVAR-Lasso Weighted Ridge,10.0,0.1,4.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04643463854394903,0.15677109242069784,0.08059412166258888,0.42143100515579135
HydraulicSystems,2,auto_k3_min_0.12,STCG-v1 Weighted Ridge,10.0,0.1,4.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04643463854394903,0.15677109242069784,0.08059412166258888,0.42143100515579135
HydraulicSystems,2,auto_k3_min_0.12,Dense Ridge,100.0,,,,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04726797834190943,0.156980386286702,0.08144405078576797,0.4219199848790695
HydraulicSystems,2,auto_k3_min_0.12,DynVAR-Lasso Weighted Ridge,100.0,0.01,1.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04704721147864152,0.15733125428747502,0.08153015605464198,0.42290278005860427
HydraulicSystems,2,auto_k3_min_0.12,STCG-v1 Weighted Ridge,100.0,0.01,1.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04704721147864152,0.15733125428747502,0.08153015605464198,0.42290278005860427
HydraulicSystems,2,auto_k3_min_0.12,DynVAR-Lasso Weighted Ridge,100.0,0.01,4.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04630606203404213,0.1580699413873624,0.08182273516528321,0.4247732266123706
HydraulicSystems,2,auto_k3_min_0.12,STCG-v1 Weighted Ridge,100.0,0.01,4.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04630606203404213,0.1580699413873624,0.08182273516528321,0.4247732266123706
HydraulicSystems,2,auto_k3_min_0.12,DynVAR-Lasso Weighted Ridge,100.0,0.1,1.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.0470759319111906,0.1572743920113568,0.08151401548300558,0.42274593282350403
HydraulicSystems,2,auto_k3_min_0.12,STCG-v1 Weighted Ridge,100.0,0.1,1.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.0470759319111906,0.1572743920113568,0.08151401548300558,0.42274593282350403
HydraulicSystems,2,auto_k3_min_0.12,DynVAR-Lasso Weighted Ridge,100.0,0.1,4.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04678289265751311,0.15778273478770255,0.08165677040965295,0.42413500873564997
HydraulicSystems,2,auto_k3_min_0.12,STCG-v1 Weighted Ridge,100.0,0.1,4.0,1.0,3,True,0.12,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04678289265751311,0.15778273478770255,0.08165677040965295,0.42413500873564997
HydraulicSystems,2,auto_k3_min_0.16,Dense Ridge,1.0,,,,3,True,0.16,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04644940013362614,0.1554111584263074,0.07982692614779191,0.4172899154690502
HydraulicSystems,2,auto_k3_min_0.16,DynVAR-Lasso Weighted Ridge,1.0,0.01,1.0,1.0,3,True,0.16,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04638746701867529,0.1555619216154146,0.07988075323901575,0.4178030794883989
HydraulicSystems,2,auto_k3_min_0.16,STCG-v1 Weighted Ridge,1.0,0.01,1.0,1.0,3,True,0.16,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04638746701867529,0.1555619216154146,0.07988075323901575,0.4178030794883989
HydraulicSystems,2,auto_k3_min_0.16,DynVAR-Lasso Weighted Ridge,1.0,0.01,4.0,1.0,3,True,0.16,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04626145354482729,0.15626936727999047,0.08017131174708587,0.4200149064170081
HydraulicSystems,2,auto_k3_min_0.16,STCG-v1 Weighted Ridge,1.0,0.01,4.0,1.0,3,True,0.16,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04626145354482729,0.15626936727999047,0.08017131174708587,0.4200149064170081
HydraulicSystems,2,auto_k3_min_0.16,DynVAR-Lasso Weighted Ridge,1.0,0.1,1.0,1.0,3,True,0.16,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04639780512558248,0.15553755670423755,0.07987269987609921,0.4177202914303357
HydraulicSystems,2,auto_k3_min_0.16,STCG-v1 Weighted Ridge,1.0,0.1,1.0,1.0,3,True,0.16,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04639780512558248,0.15553755670423755,0.07987269987609921,0.4177202914303357
HydraulicSystems,2,auto_k3_min_0.16,DynVAR-Lasso Weighted Ridge,1.0,0.1,4.0,1.0,3,True,0.16,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.0463483159144035,0.1558904579322603,0.08002259323592992,0.4188418466816771
HydraulicSystems,2,auto_k3_min_0.16,STCG-v1 Weighted Ridge,1.0,0.1,4.0,1.0,3,True,0.16,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.0463483159144035,0.1558904579322603,0.08002259323592992,0.4188418466816771
HydraulicSystems,2,auto_k3_min_0.16,Dense Ridge,10.0,,,,3,True,0.16,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.046670590127118196,0.15612095111965393,0.08037952092401655,0.4194724308833568
HydraulicSystems,2,auto_k3_min_0.16,DynVAR-Lasso Weighted Ridge,10.0,0.01,1.0,1.0,3,True,0.16,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04658715251629476,0.15639747883165817,0.08045510852876125,0.4203162275977674
HydraulicSystems,2,auto_k3_min_0.16,STCG-v1 Weighted Ridge,10.0,0.01,1.0,1.0,3,True,0.16,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04658715251629476,0.15639747883165817,0.08045510852876125,0.4203162275977674
HydraulicSystems,2,auto_k3_min_0.16,DynVAR-Lasso Weighted Ridge,10.0,0.01,4.0,1.0,3,True,0.16,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04620691668590297,0.15727285234930924,0.0808145435651507,0.4228838884219903
HydraulicSystems,2,auto_k3_min_0.16,STCG-v1 Weighted Ridge,10.0,0.01,4.0,1.0,3,True,0.16,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04620691668590297,0.15727285234930924,0.0808145435651507,0.4228838884219903
HydraulicSystems,2,auto_k3_min_0.16,DynVAR-Lasso Weighted Ridge,10.0,0.1,1.0,1.0,3,True,0.16,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04660194681566256,0.15636006459643953,0.08044381286297231,0.42020302462776243
HydraulicSystems,2,auto_k3_min_0.16,STCG-v1 Weighted Ridge,10.0,0.1,1.0,1.0,3,True,0.16,False,0.07053660272407342,617,2,1,0.0,0.6353322528363047,0.9766612641815235,0:392;1:225,0:617,"{""0"": ""0""}",0.04660194681566256,0.15636006459643953,0.08044381286297231,0.42020302462776243
